Index,Index SubSeries,Source,GSE,Single Cell,Paired,Hand Processed,Mix bulk,Wanna understand better,Sample source name ch1,Cell Cycle,Cell Cycle Subtype,,Comment,% of zeros in data,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,,Phase Correlation,Cell count,Non zero genes count,Year,Sample organism ch1,Sample source name ch1,Sample status,Sample instrument model,Sample data processing,Sample extract protocol ch1,Sample library selection,Sample library source,Sample library strategy,Sample molecule ch1,Sample platform id,Sample submission date,Sample last update date,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,Phase Correlation,Shorthand,DOI,Authors,Journal,Title,Date,bioRxiv DOI,Reported cells total,Organism,Tissue,Technique,Data location,Panel size,Measurement,Cell source,Disease,Contrasts,Developmental stage,Number of reported cell types or clusters,Cell clustering,Pseudotime,RNA Velocity,PCA,tSNE,H5AD location,Isolation,BC --> Cell ID _OR_ BC --> Cluster ID,Number individuals
342,37,ARCHS4v_,GSE106707Xx-xXGSE106708,,,,,,striatum,G0,,,,80.68,0,0,0,0,,0.76,1006,19313,2017,Mus musculus,striatum,Public on Aug 22 2018,Illumina HiSeq 4000,Reads flagged as invalid by the Illumina HiSeq control software were discarded. In the remaining re,"Dorso-lateral striatum (bregma, AP: 1.42 to -0.58 mm) from Lhx6Cre:RFP, Pvcre:TdT and Htr3aEGFP mic",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL21103,Nov 08 2017,Aug 22 2018,0,0,0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,38,ARCHS4v_,GSE107632,,,,,,Single Ntsr1+ L6 Corticothalamic Projection Neurons from adult mice somatosensory cortex,G0,,,,72.16,0,1,0,1,,-0.19,999,27386,2017,Mus musculus,Single Ntsr1+ L6 Corticothalamic Projection Neurons from adult mice somatosensory cortex,Public on Dec 31 2017,Illumina HiSeq 2500,paired-end reads were aligned to the mouse reference genome (mm10) using Hisat2 with the default pa,"For bulk samples, RNA was extracted with a Qiagen RNeasy Micro Kit. RNA quality was assessed with t",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Dec 04 2017,Dec 31 2017,0,1,0,1,-0.19,Chevee et al CReports,10.1016/j.celrep.2017.12.046,"Maxime Chevée, Johanna De Jong Robertson, Gabrielle Heather Cannon, Solange Pezon Brown, Loyal Andrew Goff",Cell Reports,"Variation in Activity State, Axonal Projection, and Position Define the Transcriptional Identity of Individual Neocortical Projection Neurons",20180109,-,"1,023",Mouse,Brain,Smart-seq2,GSE107632,,RNA-seq,Neurons,,,,2,Yes,Yes,No,Yes,Yes,,,,
344,39,ARCHS4v_,GSE90848Xx-xXGSE90850,,,,,,Mouse back skin,Oval,,,,69.07,0,1,1,0,,0.9,993,25284,2016,Mus musculus,Mouse back skin,Public on Apr 18 2017,Illumina NextSeq 500,Alignment: Sequence reads were obtained and mapped to the mouse genome (mm10) using the Bowtie2 pro,"Single bulge hair follicle stem cells, hair germ cells and basal hair bulb cells at indicated age w",cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Dec 04 2016,Apr 18 2017,0,1,1,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,40,ARCHS4v_,GSE131935,,,,,,Day 15 BAL T helper cells mouse 1,G0,Very Few Exceptions,,,83.7,0,1,1,1,,0.85,991,22087,2019,Mus musculus,Day 15 BAL T helper cells mouse 1,Public on Jun 20 2019,Illumina HiSeq 2000,RNA-seq reads were aligned to the NCBI Build 37 (UCSC mm9) of the mouse genome using TopHat (Trapne,"Single memory T helper cells (CD4+CD3+CD44+) sorted directly inflammed tissues (either BAL, lung or",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,May 29 2019,Jun 20 2019,0,1,1,1,0.85,Tibbitt et al Immunity,10.1016/j.immuni.2019.05.014,"Christopher Andrew Tibbitt, Julian Mario Stark, Liesbet Martens, Junjie Ma, Jeff Eron Mold, Kim Deswarte, Ganna Oliynyk, Xiaogang Feng, Bart Norbert Lambrecht, Pieter De Bleser, Susanne Nylén, Hamida Hammad, Marie Arsenian Henriksson, Yvan Saeys, Jonathan Marie Coquet",Immunity,Single-Cell RNA Sequencing of the T Helper Cell Response to House Dust Mites Defines a Distinct Gene Expression Signature in Airway Th2 Cells,20190620,-,"1,152",Mouse,,Smart-seq2,GSE131935,,RNA-seq,Th cells,,,,6,,,,,,,,,
346,41,ARCHS4v_,GSE87631,,,,,,Hematopoietic Stem Cell,G0,,,,80.35,0,0,1,0,,0.56,972,25772,2016,Mus musculus,Hematopoietic Stem Cell,Public on May 22 2017,Illumina HiSeq 2500,Illumina basecallingXx-xXReads mapped to Mouse GRC38-77 reference genome from ENSEMBL plus ERCC92 s,hematopoietic stem cells were isolated from whole bone marrow using ESLAM markers foir FACS sorting,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Oct 05 2016,May 22 2017,0,0,1,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,42,ARCHS4v_,GSE123454,,,,,,Primary Visual Cortex (VISp),G0,1-2,,,61.74,0,0,0,0,,0.58,953,24853,2018,Mus musculus,Primary Visual Cortex (VISp),Public on Dec 06 2018,Illumina HiSeq 2500,50-base pair paired-end reads were aligned to GRCm38 (mm10) using a RefSeq annotation gff file retr,Tissue samples were obtained from adult male and female transgenic mice carrying a Cre transgene an,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Dec 06 2018,Dec 09 2018,0,0,0,0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,43,ARCHS4v_,GSE97478Xx-xXGSE106708,,,,,,striatum,G0,,,,78.66,0,0,0,0,,0.37,941,23997,2017,Mus musculus,striatum,Public on Aug 22 2018,Illumina HiSeq 2000,"Read processing was performed as described (Islam et al., Nat Methods. 2014 Feb;11(2):163-6), excep","Mice were deeply anesthetized, and the brain was quickly dissected and sectioned on a  vibratome (V",cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Apr 06 2017,Aug 22 2018,0,0,0,0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,44,ARCHS4v_,GSE111864,,,,,,caput18,Flatten,,,,55.84,0,0,0,0,,0.94,933,31714,2018,Mus musculus,caput18,Public on Jul 25 2018,Illumina NextSeq 500,"Reads were aligned to mm10 RefSeq using Bowtie software in a sequencial manner first to rRNA, snRNA",Embryos were collected at 28 hours post-ICSI in 5ul of buffer TCL with 1% beta mercaptoethanol and,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Mar 15 2018,Jul 25 2018,0,0,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,45,ARCHS4v_,GSE87375,,,,,,P9 Ins1-RFP+,SemiOval,Very Very Thin + G0,,,67.02,0,0,1,1,,0.87,931,25421,2016,Mus musculus,P9 Ins1-RFP+,Public on May 02 2017,Illumina HiSeq 2500,[Bulk Cell RNA-seq (Sample 001-014)] Reads were aligned to Mus musculus reference genome GRCm38/mm1,[Bulk Cell RNA-seq (Sample 001-014)] Total RNA from approximately 3-5  10^4 sorted -cells was e,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Sep 27 2016,May 02 2017,0,0,1,1,0.87,Qiu et al CMetabolism,10.1016/j.cmet.2017.04.003,"Wei-Lin Qiu, Yu-Wei Zhang, Ye Feng, Lin-Chen Li, Liu Yang, Cheng-Ran Xu",Cell Metabolism,Deciphering Pancreatic Islet β Cell and α Cell Maturation Pathways and Characteristic Features at the Single-Cell Level,20170502,,891,Mouse,Pancreas,Smart-seq2,GSE87375,,RNA-seq,,,,"E17.5, P0, P3, P15, P18, P60",,,,,,,,,,
351,46,ARCHS4v_,GSE103221,,,,,,mouse embryonic fibroblasts (MEFs),Flatten,And may be very few fast,,,66.09,1,1,1,1,,0.92,931,29490,2019,Mus musculus,mouse embryonic fibroblasts (MEFs),Public on Feb 26 2019,HiSeq X Ten,The cellranger-2.1.1 was used for mapping of the 10x single cell RNA-seq data.Xx-xXThe read1 data o,Cells in each day were isolated using 10x GenomicsXx-xXThe libraries were constructed using Chromiu,cDNA,transcriptomic,RNA-Seq,total RNA,GPL21273,Feb 25 2019,Feb 26 2019,1,1,1,1,0.92,Guo et al MCell,10.1016/j.molcel.2019.01.042,"Lin Guo, Lihui Lin, Xiaoshan Wang, Mingwei Gao, Shangtao Cao, Yuanbang Mai, Fang Wu, Junqi Kuang, He Liu, Jiaqi Yang, Shilong Chu, Hong Song, Dongwei Li, Yujian Liu, Kaixin Wu, Jiadong Liu, Jinyong Wang, Guangjin Pan, Andrew P. Hutchins, Jing Liu, Duanqing Pei, Jiekai Chen",Molecular Cell,Resolving Cell Fate Decisions during Somatic Cell Reprogramming by Single-Cell RNA-Seq,20190213,-,"150,000",Mouse,Culture,Chromium & SMARTer (C1),GSE103221,,RNA-seq,iPSCs,,,,15,,Yes,,,,,,,
352,47,ARCHS4v_,GSE111136,,,,,,skin,G0,Very Few Exceptions,,,89.94,0,0,0,0,,0.89,924,19401,2018,Mus musculus,skin,Public on Nov 14 2018,Illumina HiSeq 2000,Illumina Real-Time Analysis (RTA) 1.18.66.3 software used for basecalling.Xx-xXReads were demultipl,"For FACS sorting, mice were sacrificed between 8 am and 10 am. Skin was shaved and then dissected, ",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL13112,Feb 26 2018,Nov 14 2018,0,0,0,0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,48,ARCHS4v_,GSE90822,,,,,,cortex,G0,,,,77.44,0,0,0,0,,0.64,898,22047,2016,Mus musculus,cortex,Public on Nov 20 2017,Illumina HiSeq 2500,"Illumina Casava 1.8 for basecallingXx-xXReads were demultiplexed, trimmed, and filtered (prinseq, p","Mice aged P35 or older were anaesthetized with ketamine and xylazine (100mg*kg-1 and 10mg*kg-1, res",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Dec 02 2016,Nov 20 2017,0,0,0,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,49,ARCHS4v_,GSE98679,,,,,,HC_N_CA1,G0,,,,72.68,0,0,0,0,,0.25,868,23623,2017,Mus musculus,HC_N_CA1,Public on Jul 27 2018,Illumina HiSeq 2500,Reads trimmed with Solexa-QA++ dynamic trimXx-xXTrimmed reads aligned to mm10 with Ensembl annotati,The nuclei dissociation protocol is similar to the previously described protocol with some modifica,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,May 08 2017,Jul 27 2018,0,0,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,50,ARCHS4v_,GSE121708Xx-xXGSE133689,,,,,,Early embryo,FastAndFlatten?,Or may be fast + dead,,,69.35,1,1,1,0,,0.79,867,26628,2019,Mus musculus,Early embryo,Public on Sep 30 2019,Illumina NextSeq 500,Libraries were sequenced on the Illumina Nextseq500 platform using the default RTA analysis softwar,"Single-cells were sorted either manually (E4.5, E5.5) or using flow cytometry (E6.5, E7.5) into 96 ",cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Jul 02 2019,Sep 30 2019,1,1,1,0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,51,ARCHS4v_,GSE131038,,,,,,Bone marrow,Flatten,,,,75.38,0,0,1,1,,0.8,848,24527,2019,Mus musculus,Bone marrow,Public on May 11 2019,Illumina HiSeq 4000,Reads aligned to a modified mouse genome (addition of 92 ERCC spike-ins and the reporters found in,Individual cells were flow cytometrically purified on a 96 well format into 0.2% Triton X-100 conta,cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,May 10 2019,May 12 2019,0,0,1,1,0.8,Walker et al Immunity,10.1016/j.immuni.2019.05.002,"Jennifer A. Walker, Paula A. Clark, Alastair Crisp, Jillian L. Barlow, Aydan Szeto, Ana C.F. Ferreira, Batika M.J. Rana, Helen E. Jolin, Noe Rodriguez-Rodriguez, Meera Sivasubramaniam, Richard Pannell, James Cruickshank, Maria Daly, Liora Haim-Vilmovsky, Sarah A. Teichmann, Andrew N.J. McKenzie",Immunity,Polychromic Reporter Mice Reveal Unappreciated Innate Lymphoid Cell Progenitor Heterogeneity and Elusive ILC3 Progenitors in Bone Marrow,20190522,-,878,Mouse,,Smart-seq2,GSE131038,,RNA-seq,ILCs,,,,13,,Yes,,,Yes,,,,
357,52,ARCHS4v_,GSE103334,,,,,,CK_2w_m2,G0,Very Few Exceptions,,,85.08,0,0,0,1,,0.88,821,30728,2017,Mus musculus,CK_2w_m2,Public on Oct 10 2017,Illumina HiSeq 2000,The raw fastq data of 40-bp paired-end sequencing reads were aligned to the mouse mm9 reference gen,Hippocampal tissue was enzymatically digested using the Neural Tissue Dissociation Kit (P) (Milteny,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Aug 31 2017,Oct 10 2017,0,0,0,1,0.88,Mathys et al CReports,10.1016/j.celrep.2017.09.039,"Hansruedi Mathys, Chinnakkaruppan Adaikkan, Fan Gao, Jennie Z. Young, Elodie Manet, Martin Hemberg, Philip L. De Jager, Richard M. Ransohoff, Aviv Regev, Li-Huei Tsai",Cell Reports,Temporal Tracking of Microglia Activation in Neurodegeneration at Single-Cell Resolution,20171013,-,"1,685",Mouse,Brain,Smart-seq2,GSE103334,,RNA-seq,Microglia in hippocampus,,WT and CK-p25,Adult,8,Yes,,,,Yes,,,,
358,53,ARCHS4v_,GSE103840,,,,,,spinal cord dorsal horn,G0,,,,76.73,0,0,1,0,,0.33,815,25478,2017,Mus musculus,spinal cord dorsal horn,Public on Apr 10 2018,Illumina HiSeq 2000,Processing was performed with the 10X Chromium cellranger pipline version 1.1 using default setting,Spinal cords of 3-4 week mice were collected in oxygenated artificial cerebral spinal fluid (ACSF),cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Sep 13 2017,Apr 10 2018,0,0,1,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,54,ARCHS4v_,GSE109329,,,,,,"microglia, in vitro",Bulk?,,,,54.77,0,0,1,0,,0.97,813,23943,2018,Mus musculus,"microglia, in vitro",Public on Dec 15 2018,Illumina NextSeq 500,Transcript quantitation was performed with Salmon (ver 0.7.1) using quasi-mapping based mode with a,Cells were lysed in RLT buffer containing 1% BME. RNA extraction was performed using Qiagen RNeasy,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Jan 17 2018,Dec 15 2018,0,0,1,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,55,ARCHS4v_,GSE95601,,,,,,olfactory epithelium,Flatten,,,,77.6,0,0,0,1,,0.89,803,24443,2017,Mus musculus,olfactory epithelium,Public on Apr 14 2017,Illumina HiSeq 2500,Illumina CASAVA bcl2fastq_v2.17 software used for basecalling.Xx-xXReads were aligned to the GRCm38,Olfactory epithelium was dissected from transgenic animals; the dorsal region corresponding to the,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Mar 02 2017,Apr 16 2017,0,0,0,1,0.89,Fletcher et al CSC,10.1016/j.stem.2017.04.003,"Russell B. Fletcher, Diya Das, Levi Gadye, Kelly N. Street, Ariane Baudhuin, Allon Wagner, Michael B. Cole, Quetzal Flores, Yoon Gi Choi, Nir Yosef, Elizabeth Purdom, Sandrine Dudoit, Davide Risso, John Ngai",Cell Stem Cell,Deconstructing Olfactory Stem Cell Trajectories at Single-Cell Resolution,20170511,-,849,Mouse,,SMARTer (C1),GSE95601,,RNA-seq,Olfactory epithelium,,,,,,,,,,,,,
361,56,ARCHS4v_,GSE107493,,,,,,mouse embryonic stem cell,Fast,Strange,,,58.1,1,1,1,0,,0.05,799,31740,2017,Mus musculus,mouse embryonic stem cell,Public on Aug 01 2018,Illumina HiSeq 2500,"Single-cell RNA-seq data processing: Paired-end reads were preprocessed using Trimmomatic, with the","For single cell RNA sequencing, 4000 cells were loaded onto a 10-17 m Fluidigm C1 Single Cell mRN",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Nov 29 2017,Aug 01 2018,1,1,1,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,57,ARCHS4v_,GSE118614,,,,,,Retinal Cells,SemiOval,,,,81.31,1,1,1,1,,0.51,780,26640,2018,Mus musculus,Retinal Cells,Public on May 22 2019,Illumina NextSeq 500,Smart-seq: Fastq files were aligned to mm10 using Hisat and processed to bam files using samtools;,Adapted Smart-seq2 protocol or 10x Genomics Chromium single cell system with v2 Chemistry.,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Aug 15 2018,May 22 2019,1,1,1,1,0.51,Clark et al Neuron,10.1016/j.neuron.2019.04.010,"Brian S. Clark, Genevieve L. Stein-O’Brien, Fion Shiau, Gabrielle H. Cannon, Emily Davis-Marcisak, Thomas Sherman, Clayton P. Santiago, Thanh V. Hoang, Fatemeh Rajaii, Rebecca E. James-Esposito, Richard M. Gronostajski, Elana J. Fertig, Loyal A. Goff, Seth Blackshaw",Neuron,Single-Cell RNA-Seq Analysis of Retinal Development Identifies NFI Factors as Regulating Mitotic Exit and Late-Born Cell Specification,20190522,-,"121,551",Mouse,Eye,Chromium & Smart-seq2,GSE118614,,RNA-seq,Developing retina,,,,,,,,,,gs://h5ad/2019-05-Clark-et-al-Neuron,,,
363,58,ARCHS4v_,GSE99933,,,,,,surgically extracted symaptho-adrenal anlage from Wnt1-Cre/R26Tomato embryo at E12.5; after dissoci,Oval,Quadrangle,,,66.17,0,0,0,0,,0.82,744,24246,2017,Mus musculus,surgically extracted symaptho-adrenal anlage from Wnt1-Cre/R26Tomato embryo at E12.5; after dissoci,Public on Jul 10 2017,Illumina HiSeq 2000,"RNA-seq data was aligned using tophat2, read counts were quantified with HTSeqXx-xXGenome_build: mm",Timed-pregnant mice were sacrificed by deep anesthesia followed by cervical dislocation. Dissection,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL13112,Jun 12 2017,Jul 10 2017,0,0,0,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,59,ARCHS4v_,GSE76118Xx-xXGSE89468,,,,,,e9.5 Nkx2.5 mut heart,Flatten,,,,64.9,1,1,1,0,,0.73,741,24083,2016,Mus musculus,e9.5 Nkx2.5 mut heart,Public on Nov 10 2016,Illumina HiSeq 2000,"Basecalls performed using RTA (Real Time Analysis. v1.18)Xx-xXSequenced reads were demultiplexed, a","Single cells derived from mouse embryonic hearts were captured, lysed, and pre-amplified in C1 micr",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL13112,Nov 01 2016,Feb 13 2017,1,1,1,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,60,ARCHS4v_,GSE87633,,,,,,Bone marrow,Bulk?,,,,54.11,0,0,0,0,,0.97,737,25708,2017,Mus musculus,Bone marrow,Public on Sep 21 2017,Illumina HiSeq 2000,Fastq files were demultiplexed with custom scripts and quality checked with FastQC.Xx-xXRead mappin,"For whole organs, samples were lysed in Trizol and total RNA was extracted by phenol-chloroform ext",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL13112,May 01 2017,Sep 21 2017,0,0,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,61,ARCHS4v_,GSE102299,,,,,,Innate lymphoid cell,Flatten,,,,82.06,1,1,1,1,,0.93,737,26064,2017,Mus musculus,Innate lymphoid cell,Public on Sep 17 2017,Illumina NextSeq 500,"Sequencing output of droplet-based 10X scRNA-seq samples was run through cellranger mkfastq, versio","After lung dissociation using the GentleMACS lung dissociation kit (Miltenyi Biotec), single cell s",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL19057,Aug 07 2017,Jan 23 2018,1,1,1,1,0.93,Wallrapp et al Nature,10.1038/nature24029,"Antonia Wallrapp, Samantha J. Riesenfeld, Patrick R. Burkett, Raja-Elie E. Abdulnour, Jackson Nyman, Danielle Dionne, Matan Hofree, Michael S. Cuoco, Christopher Rodman, Daneyal Farouq, Brian J. Haas, Timothy L. Tickle, John J. Trombetta, Pankaj Baral, Christoph S. N. Klose, Tanel Mahlakõiv, David Artis, Orit Rozenblatt-Rosen, Isaac M. Chiu, Bruce D. Levy, Monika S. Kowalczyk, Aviv Regev, Vijay K. Kuchroo",Nature,The neuropeptide NMU amplifies ILC2-driven allergic lung inflammation,20170912,-,"24,793",Mouse,Lung,Chromium & Smart-seq2,GSE102299,,RNA-seq,ILCs,,,,11,Yes,,,,Yes,,,,
367,62,ARCHS4v_,GSE100597,,,,,,E3.5,Fast,Strange,,,67.63,0,0,0,1,,0.63,720,26507,2017,Mus musculus,E3.5,Public on Jun 28 2017,Illumina HiSeq 2500,Libraries were sequenced with 2x100bp paired-end reads on a HiSeq2500 platform.Xx-xXReads were trim,E3.5 blastocysts were flushed from the uterus using M2 medium and the zonae removed by short incuba,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL17021,Jun 28 2017,Jun 30 2017,0,0,0,1,0.63,Mohammed et al CReports,10.1016/j.celrep.2017.07.009,"Hisham Mohammed, Irene Hernando-Herraez, Aurora Savino, Antonio Scialdone, Iain Macaulay, Carla Mulas, Tamir Chandra, Thierry Voet, Wendy Dean, Jennifer Nichols, John C. Marioni, Wolf Reik",Cell Reports,Single-Cell Landscape of Transcriptional Heterogeneity and Cell Fate Decisions during Mouse Early Gastrulation,20170801,-,"1,219",Mouse,Embryo,G&T-seq,GSE100597,,RNA-seq,E3.5 to E6.5 embryos,,,E3.5 - E6.5,8,Yes,Yes,No,Yes,No,,,,
368,63,ARCHS4v_,GSE139265,,,,,,Slc32a1-Cre nucleus striatum,G0,,,,74.78,0,0,0,0,,-0.15,718,21969,2019,Mus musculus,Slc32a1-Cre nucleus striatum,Public on Nov 01 2019,Illumina HiSeq 2000,fastq files were aligned to mouse genome version mm10Xx-xXThe alignments of reads towards the ind,RNA was isolated using the RNeasy Mini Kit (Qiagen) and processed as per manufacturers instructi,cDNA,transcriptomic,RNA-Seq,total RNA,GPL13112,Oct 22 2019,Nov 01 2019,0,0,0,0,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,64,ARCHS4v_,GSE106510,,,,,,MHCII (H2-Ab1) flox-flox control mouse rep. 1 [Fig. 3C and Fig. S4C-F] [MHCII_Flox_Control_1],Oval,,,,74.15,0,0,1,1,,0.75,706,29810,2018,Mus musculus,MHCII (H2-Ab1) flox-flox control mouse rep. 1 [Fig. 3C and Fig. S4C-F] [MHCII_Flox_Control_1],Public on Nov 05 2018,Illumina NextSeq 500,3' polyA RNA-seqXx-xXCellRanger 1.3.1Xx-xXPCA (prcomp in R)Xx-xXkNN-based graph clustering (R code),3' polyA RNA seqXx-xXFull length RNAseq (SMART-Seq2)Xx-xX10X Genomics Chromium Prep,cDNA,transcriptomic,RNA-Seq,total RNA,GPL19057,Nov 05 2018,Nov 06 2018,0,0,1,1,0.75,Biton et al Cell,10.1016/j.cell.2018.10.008,"Moshe Biton, Adam L. Haber, Noga Rogel, Grace Burgin, Semir Beyaz, Alexandra Schnell, Orr Ashenberg, Chien-Wen Su, Christopher Smillie, Karthik Shekhar, Zuojia Chen, Chuan Wu, Jose Ordovas-Montanes, David Alvarez, Rebecca H. Herbst, Mei Zhang, Itay Tirosh, Danielle Dionne, Lan T. Nguyen, Michael E. Xifaras, Alex K. Shalek, Ulrich H. von Andrian, Daniel B. Graham, Orit Rozenblatt-Rosen, Hai Ning Shi, Vijay Kuchroo, Omer H. Yilmaz, Aviv Regev, Ramnik J. Xavier",Cell,T Helper Cell Cytokines Modulate Intestinal Stem Cell Renewal and Differentiation,20181101,-,"28,462",Mouse,Intestine,Chromium & Smart-seq2 & Div-seq,GSE106510,,RNA-seq,Intestinal epithelial cells,,,,12,,,,,,,,,
370,65,ARCHS4v_,GSE121650Xx-xXGSE121708,,,,,,Early embryo,Fast,,,,69.21,1,1,1,0,,0.12,702,26255,2018,Mus musculus,Early embryo,Public on Sep 30 2019,Illumina NextSeq 500,Libraries were sequenced on the Illumina Nextseq 500 platform using the default RTA analysis softwa,"Single-cells were sorted either manually (E4.5, E5.5) or using flow cytometry (E6.5, E7.5) into 96 ",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL19057,Oct 23 2018,Sep 30 2019,1,1,1,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,66,ARCHS4v_,GSE130629,,,,,,Spleen,Bulk?,,,,58.07,0,0,0,0,,0.99,684,30758,2019,Mus musculus,Spleen,Public on Dec 01 2019,Illumina HiSeq 4000,Illumina adapters were trimmed from reads using Trimmomatic 0.38.Xx-xXReads were aligned to the ref,Total RNA was isolated from liver and spleen frozen at -80 C in Trizol reagent. RNA was extracted u,cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,May 02 2019,Dec 01 2019,0,0,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,67,ARCHS4v_,GSE121416,,,,,,pancreata of Neurogenin 3-eGFP mouse embryo,Flatten,,,,69.54,1,1,1,0,,0.93,667,32100,2018,Mus musculus,pancreata of Neurogenin 3-eGFP mouse embryo,Public on Oct 18 2018,Illumina HiSeq 2500,"Reads were aligned to the mouse reference genome build mm10 with TopHat (v2.0.13), which was provid",Single-cell suspensions were prepared from pancreata of Neurogenin 3-eGFP mouse embryos sacrificed,cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Oct 17 2018,Oct 18 2018,1,1,1,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,68,ARCHS4v_,GSE110283,,,,,,adult mouse pancreas,G0,Very Few Exceptions,,,80.62,0,1,1,0,,0.74,653,22082,2018,Mus musculus,adult mouse pancreas,Public on Sep 10 2019,Illumina HiSeq 2500,basecalling: bcl2fastq 2.17.1.14Xx-xXalignment: alignment of single-end data against mm10 with gsna,"To isolate Aldh1b1 expressing cells and their progeny, 1 mg of corn oil dissolved tamoxifen (20 mg/",cDNA,transcriptomic,RNA-Seq,total RNA,GPL17021,Feb 07 2018,Sep 10 2019,0,1,1,0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,69,ARCHS4v_,GSE101712Xx-xXGSE101735,,,,,,Bone marrow,SemiOval,,,,68.07,0,0,1,0,,0.84,653,23965,2017,Mus musculus,Bone marrow,Public on Sep 08 2017,Illumina HiSeq 4000,RNA-seq reads were aligned to mm10 using GSNAP (version 2015-09-29) with parameters (-B 5 -t 24 -n,Bone marrow cells were collected from the femurs and tibiae of 7 week old mice.Xx-xXCells were stai,cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Jul 20 2017,Sep 08 2017,0,0,1,0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,70,ARCHS4v_,GSE123103,,,,,,E10.5_liver_Lgr5GFP pos,Strange,3.5-6,,,74.34,1,1,1,0,,0.27,653,23314,2018,Mus musculus,E10.5_liver_Lgr5GFP pos,Public on May 27 2019,Illumina HiSeq 4000,Download ERCC sequences from Thermofisher (https://assets.thermofisher.com/TFS-Assets/LSG/manuals/c,"E10.5 and E13.5 mouse livers were collected, digested into single cells and sorted by FACS to isola",cDNA,transcriptomic,RNA-Seq,total RNA,GPL21103,Nov 29 2018,May 27 2019,1,1,1,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
